,tweets,id,language,len,date,source,likes,retweets,sentiment
130,"Members of medical assistance team from Zhejiang are busy at the ICU of Wuhan pulmonary hospital in Wuhan, Hubei Pr… https://t.co/Ix1DALAV5r",1240888337268912128,en,140,2020-03-20 06:30:08,Hootsuite Inc.,84,14,0.05
131,"People enjoy leisure time at Evergreen Park in Haikou, south China's Hainan Province on March 19. #HiChina https://t.co/i8rd5cbk5F",1240880785474883585,en,130,2020-03-20 06:00:08,Hootsuite Inc.,65,14,0.4
132,"Construction has resumed on 67 key projects in Xiongan New Area, north China's Hebei Province by 8 a.m. Wednesday,… https://t.co/HT1Ls0FhlB",1240873233664090113,en,139,2020-03-20 05:30:07,Hootsuite Inc.,58,15,0.06818181818181818
133,"The medical assistance team arrive at Xinzheng International Airport in Zhengzhou, capital of central China's Henan… https://t.co/QVL2UUoBN6",1240865706687762435,en,140,2020-03-20 05:00:13,Hootsuite Inc.,234,51,0.0
134,"The WHO has shipped personal protective equipment  to 68 countries and regions, its Director-General Tedros Adhanom… https://t.co/74jfsEV9kN",1240850609445765120,en,140,2020-03-20 04:00:13,Hootsuite Inc.,43,7,0.02500000000000001
135,"No new infections of the novel coronavirus were reported Wednesday in Wuhan, marking a notable first in the city's… https://t.co/8tBZKhRASm",1240846790821318657,en,139,2020-03-20 03:45:03,Hootsuite Inc.,191,26,0.2272727272727273
136,"A total of 427 COVID-19 patients had died in 24 hours in Italy, taking the country's death toll to 3,405, according… https://t.co/pUjcrzGdOg",1240843033119207424,en,140,2020-03-20 03:30:07,Hootsuite Inc.,21,8,0.0
137,Chinese authorities on Thursday required targeted measures to curb cross-border transmission of the novel coronavir… https://t.co/2cNWmNKN5r,1240839244089786368,en,140,2020-03-20 03:15:04,Hootsuite Inc.,42,5,0.0
138,"Chinese President Xi Jinping said Thursday in a phone conversation with his Russian counterpart, Vladimir Putin, th… https://t.co/IqGpTsgK6Z",1240835503076884481,en,140,2020-03-20 03:00:12,Hootsuite Inc.,205,26,0.0
139,"Since the outbreak of COVID-19, some U.S. politicians and media have been groundlessly accusing China of deliberate… https://t.co/yVoaScL1mX",1240831694191591427,en,140,2020-03-20 02:45:04,Hootsuite Inc.,93,17,0.0
140,"In recent years, Du'an Yao Autonomous County in south China's Guangxi Zhuang Autonomous Region has stepped up effor… https://t.co/U00E5vdwnR",1240563742175354880,en,140,2020-03-19 09:00:19,Hootsuite Inc.,85,10,0.26666666666666666
141,"The China Conservation and Research Center for the Giant Panda in Chengdu, southwest China's Sichuan Province on Tu… https://t.co/QKVxbfB0En",1240548614876934144,en,140,2020-03-19 08:00:12,Hootsuite Inc.,447,35,-0.05
142,"Medical workers work at the Huoshenshan (Fire God Mountain) Hospital in Wuhan, central China's Hubei Province on Ma… https://t.co/KdSq0C4Ssa",1240533519459385345,en,140,2020-03-19 07:00:13,Hootsuite Inc.,92,19,0.0
143,A Chinese team of seven health experts is providing guidance and medical assistance to contain the COVID-19 outbrea… https://t.co/9VjQjCcONy,1240525945439694848,en,140,2020-03-19 06:30:07,Hootsuite Inc.,100,21,0.0
144,A batch of 1 million face masks were flown in Belgium on Wednesday en route to France. The medical supply was mobil… https://t.co/XgHIK3Hiwj,1240518406002159616,en,140,2020-03-19 06:00:10,Hootsuite Inc.,90,13,0.0
145,Medical assistance teams arrive at Chongqing Jiangbei International Airport in southwest China's Chongqing from Hub… https://t.co/G0aFGcz7Ds,1240510839028879360,en,140,2020-03-19 05:30:06,Hootsuite Inc.,53,8,0.0
146,"Chinese medical experts arrived in Padova, Italy from Rome on Tuesday. #CombatCoronavirus #UnityIsStrength https://t.co/XauScMHlzn",1240503324463566848,en,130,2020-03-19 05:00:14,Hootsuite Inc.,127,18,0.0
147,U.S. equities ended Wednesday's volatile session sharply lower as panic selling continued on Wall Street amid coron… https://t.co/JeVYKJ0vH0,1240488218056933376,en,140,2020-03-19 04:00:12,Hootsuite Inc.,31,4,-0.125
148,"More than 200,000 cases of COVID-19 have been reported globally to the World Health Organization, among which more… https://t.co/bE7a5Fp5zF",1240484403014492160,en,139,2020-03-19 03:45:03,Hootsuite Inc.,29,5,0.3333333333333333
149,"""Viruses know no borders and they don't care about your ethnicity,"" said Executive Director of WHO Health Emergenci… https://t.co/UCH61Ie4DB",1240480645522087943,en,140,2020-03-19 03:30:07,Hootsuite Inc.,81,15,0.0
150,"China stands firmly with the European Union and supports its anti-epidemic efforts, Chinese Premier Li Keqiang said… https://t.co/1FSbvi1S1C",1240476857394479111,en,140,2020-03-19 03:15:04,Hootsuite Inc.,140,17,-0.06666666666666667
151,"Xi Jinping, general secretary of the CPC Central Committee, on Wednesday chaired a leadership meeting to analyze th… https://t.co/37fkPgPAOt",1240473126649114624,en,140,2020-03-19 03:00:14,Hootsuite Inc.,74,9,0.02500000000000001
152,China Daily has launched a COVID-19 subsite to share reliable information about the disease and China's experience… https://t.co/4GVQ9azH40,1240468044285181952,en,139,2020-03-19 02:40:03,Hootsuite Inc.,51,9,0.0
153,"Swans are seen in river Daugava in Riga, Latvia, March 14, 2020. #Nature https://t.co/Oo8WQCqNVJ",1240201350123749377,en,96,2020-03-18 09:00:18,Hootsuite Inc.,62,7,0.0
154,"Workers are busy on the medicine production line at the workshop of Hubei Tianyao Pharmaceutical Co., Ltd. in Xiang… https://t.co/cuU4spJlnf",1240186229657874432,en,140,2020-03-18 08:00:13,Hootsuite Inc.,93,14,0.1
155,A batch of migrant workers with qualified health QR code returned to Zhongshan City of Guangdong Province from Xian… https://t.co/FKM14SaQfj,1240171120617291776,en,140,2020-03-18 07:00:11,Hootsuite Inc.,53,3,0.0
156,"Photos taken on March 17, 2020 show the view of cole flower fields in Zhuji, east China's Zhejiang Province.… https://t.co/4vqE5b35xy",1240163556005470210,en,133,2020-03-18 06:30:07,Hootsuite Inc.,102,18,0.0
157,"Eight museums in Shenyang, capital of northeast China's Liaoning Province reopened to the public on Tuesday with me… https://t.co/tzbAo4Ybou",1240156022133723137,en,140,2020-03-18 06:00:11,Hootsuite Inc.,43,11,0.0
158,A team of 12 medical experts from east China's Zhejiang Province was sent to Italy Tuesday by the Chinese governmen… https://t.co/AP8aSIwYmB,1240148456850800640,en,140,2020-03-18 05:30:07,Hootsuite Inc.,135,27,0.0
159,Some medical assistance teams started leaving Hubei Province on Tuesday as the epidemic outbreak in the hard-hit pr… https://t.co/DVOSThtfzC,1240140933699600386,en,140,2020-03-18 05:00:13,Hootsuite Inc.,63,20,-0.14583333333333334
160,An aircraft carrying medical aid from China to help Spain combat the COVID-19 arrived at Zaragoza airport in northe… https://t.co/7KtOiLOl5t,1240125833341263874,en,140,2020-03-18 04:00:13,Hootsuite Inc.,106,12,0.0
161,"Chinese Vice Premier Sun Chunlan on Tuesday required the orderly, safe and smooth withdrawal of the medical staff s… https://t.co/OyeEKRqzmy",1240122013102022656,en,140,2020-03-18 03:45:02,Hootsuite Inc.,100,4,0.225
162,China on Wednesday announced countermeasures against restrictive measures on Chinese media agencies in the United S… https://t.co/QumgO88aUW,1240118254280073219,en,140,2020-03-18 03:30:06,Hootsuite Inc.,128,11,0.0
163,"China will do its best to provide support and assistance to help Spain combat COVID-19, Chinese President Xi Jinpin… https://t.co/hjj7lbFwFH",1240110727840632839,en,140,2020-03-18 03:00:12,Hootsuite Inc.,58,8,0.5
164,Chinese President Xi Jinping held talks on Tuesday with visiting Pakistani President Arif Alvi at the Great Hall of… https://t.co/bwwIQVUGYq,1240106915956391936,en,140,2020-03-18 02:45:03,Hootsuite Inc.,177,7,0.4
165,China on Tuesday expressed strong condemnation and firm opposition to U.S. President Donald Trump's reference to CO… https://t.co/vOrKfRJEsU,1240100624185901058,en,140,2020-03-18 02:20:03,Hootsuite Inc.,239,35,0.11666666666666664
166,"Villagers attend a spring ploughing ceremony in Jiaru Village, Gurong Town, Lhasa, southwest China's Tibet Autonomo… https://t.co/H28uUq4g5a",1239838978821537793,en,140,2020-03-17 09:00:22,Hootsuite Inc.,101,7,0.0
167,"A cured patient is discharged from the Jiangjunshan Hospital in Guiyang, southwest China's Guizhou Province on Marc… https://t.co/HE1VFA2Nv3",1239823849916633088,en,140,2020-03-17 08:00:15,Hootsuite Inc.,113,12,0.0
168,"Local farmers pick spring tea leaves at a tea garden in Yuqing County, Zunyi City, southwest China's Guizhou Provin… https://t.co/sov7SJSsEY",1239816288869978112,en,140,2020-03-17 07:30:12,Hootsuite Inc.,64,11,0.0
169,"Two flights carrying medical supplies took off Monday from the city of Shenyang, capital of NE China's Liaoning Pro… https://t.co/r7XIaSwndi",1239808747763109889,en,140,2020-03-17 07:00:14,Hootsuite Inc.,83,12,0.0
170,"Photos taken on March 16 show spring scenery at the campus of Wuhan University in Wuhan, central China's Hubei Prov… https://t.co/j8TnIO2KGC",1239801203397201920,en,140,2020-03-17 06:30:15,Hootsuite Inc.,94,15,0.0
171,"People work on the production line of a factory of Harbin Pharmaceutical Group in Harbin, NE China's Heilongjiang P… https://t.co/21K5ah205n",1239793627750072327,en,140,2020-03-17 06:00:09,Hootsuite Inc.,61,9,0.0
172,"Beijing on Monday put the Xiaotangshan Hospital into use, with more than 1,000 beds prepared for the screening and… https://t.co/v7dY4ZJ0It",1239786065319407616,en,139,2020-03-17 05:30:06,Hootsuite Inc.,64,11,0.5
173,"Poverty alleviation agricultural bases in Dingzhou City, north China's Hebei Province resume production on March 16… https://t.co/i6q1kG0ag3",1239778534442373121,en,140,2020-03-17 05:00:11,Hootsuite Inc.,51,5,0.0
174,Wall Street's major averages finished sharply lower on Monday even after the Federal Reserve's aggressive stimulus… https://t.co/qMf0Z4lVRU,1239763434381639682,en,139,2020-03-17 04:00:11,Hootsuite Inc.,21,3,-0.03125
175,European Commission President Ursula von der Leyen said on Monday that she had proposed a temporary restriction on… https://t.co/IzDwZpIXCH,1239759625370636288,en,139,2020-03-17 03:45:02,Hootsuite Inc.,22,2,0.0
176,"China has imposed stricter screening and quarantine measures on travelers entering the border through flights, trai… https://t.co/kQ4raZJoSx",1239755870650630144,en,140,2020-03-17 03:30:07,Hootsuite Inc.,37,7,0.0
177,"China will send more medical experts to Italy, Chinese President Xi Jinping said in a phone conversation with Itali… https://t.co/eq8NgFFK6C",1239748342638354432,en,140,2020-03-17 03:00:12,Hootsuite Inc.,255,36,0.16666666666666666
178,"Robert Redfield, director of the U.S. Centers for Disease Control and Prevention, has confirmed that some COVID-19… https://t.co/Mv4X1Mr9bj",1239740759567450113,en,139,2020-03-17 02:30:05,Hootsuite Inc.,75,10,0.4
179,Photos taken on March 15 show spring scenery of a wetland park in east China's Shanghai. #HiChina #SeeChina https://t.co/yOazdh7ltF,1239476571985137664,en,131,2020-03-16 09:00:17,Hootsuite Inc.,86,10,0.0
180,"Schools in Guiyang City, southwest China's Guizhou Province take strict measures against the COVID-19 on March 15,… https://t.co/fVZJYSycFQ",1239461473367228416,en,139,2020-03-16 08:00:17,Hootsuite Inc.,63,7,0.0
181,The last COVID-19 patient in Tianjin was cured and discharged from Tianjin Haihe Hospital in north China's Tianjin… https://t.co/jM1smiwCQs,1239446353610264576,en,139,2020-03-16 07:00:13,Hootsuite Inc.,137,23,0.0
182,"Aerial photos taken on March 15, 2020 show scenery of fields at Pumiao Town of Nanning City, south China's Guangxi… https://t.co/FScjqcwuTD",1239438784288174080,tl,139,2020-03-16 06:30:08,Hootsuite Inc.,134,17,0.0
183,"The reconstruction and expansion project of Lhasa Gongga Airport in Lhasa, capital of southwest China's Tibet Auton… https://t.co/LJmRcv5aTZ",1239431228467658753,en,140,2020-03-16 06:00:07,Hootsuite Inc.,40,8,0.0
184,"Photos taken on March 14, 2020 show scenery along the section of Yangtze River at Xiling Gorge in Zigui County, cen… https://t.co/ERJNrFysym",1239423671145504768,en,140,2020-03-16 05:30:05,Hootsuite Inc.,63,12,0.0
185,Beijing has converted the New China International Exhibition Center into a transit center for international inbound… https://t.co/cVroCA24hN,1239416148308955137,en,140,2020-03-16 05:00:11,Hootsuite Inc.,69,12,-0.012727272727272731
186,"British scientists have urged the government to take ""more restrictive measures"" to tackle the novel coronavirus as… https://t.co/bJfzA38vI0",1239408578521333760,en,140,2020-03-16 04:30:06,Hootsuite Inc.,28,4,0.25
187,The U.S. Federal Reserve on Sunday cut its benchmark interest rate by a full percentage point to near zero and will… https://t.co/xBpCIWuxn7,1239404790267949056,en,140,2020-03-16 04:15:03,Hootsuite Inc.,20,3,0.22499999999999998
188,"The coronavirus epidemic claimed 368 lives in locked down Italy on Sunday, according to new data released by the Ci… https://t.co/j5LBybEv2x",1239401043643052032,en,140,2020-03-16 04:00:10,Hootsuite Inc.,19,2,-0.009595959595959616
189,"A total of 152,428 confirmed cases of the novel coronavirus disease have been reported globally as of Sunday mornin… https://t.co/gt0tJ6ER8I",1239397240931856386,en,140,2020-03-16 03:45:03,Hootsuite Inc.,18,4,0.13333333333333333
190,Chinese State Councilor and Foreign Minister Wang Yi said on Sunday that China will take a series of actions to hel… https://t.co/6GQhdK8AV9,1239389687774666757,en,140,2020-03-16 03:15:02,Hootsuite Inc.,153,25,-0.0625
191,An article by President Xi Jinping on providing strong scientific and technological support for winning the battle… https://t.co/wCr78MUAjG,1239385948669882368,en,139,2020-03-16 03:00:11,Hootsuite Inc.,36,4,0.4666666666666667
192,"Li Jie, a deliveryman of ZTO Express, has been working in express delivery industry for 11 years. Li would like to… https://t.co/RFCBpiYctj",1239114154839085059,en,139,2020-03-15 09:00:10,Hootsuite Inc.,85,11,0.0
193,"Photos taken on March 14, 2020 show the scenery of rape flowers in Yangxian County, northwest China's Shaanxi Provi… https://t.co/6g5StFwePT",1239106600348061697,en,140,2020-03-15 08:30:09,Hootsuite Inc.,89,9,0.0
194,"Staff members disinfect buses in Yichang, central China's Hubei Province, March 14, 2020. Over 600 buses and 60 Bus… https://t.co/CNQvnJVEmw",1239099064731537408,en,140,2020-03-15 08:00:13,Hootsuite Inc.,71,18,0.0
195,"Amid strict prevention measures against the novel coronavirus, Chengdu is speeding up the construction of the airpo… https://t.co/MTlEAOuJeh",1239091493157113857,en,140,2020-03-15 07:30:07,Hootsuite Inc.,70,7,0.0
196,"Photos taken on March 13, 2020 show spring scenery across China.#HiChina #SeeChina https://t.co/yUU77tn3Qo",1239083945381298176,en,106,2020-03-15 07:00:08,Hootsuite Inc.,62,11,0.0
197,"People visit the Shanghai Science and Technology Museum in east China's Shanghai, March 13, 2020. The Shanghai Scie… https://t.co/nIouxDtrRe",1239076385936887808,en,140,2020-03-15 06:30:05,Hootsuite Inc.,36,9,0.0
198,"Amid the coronavirus outbreak, many transferring teams fight at the frontline. They shuttle between hospitals and m… https://t.co/nEoAWIMVL7",1239068865998528512,en,140,2020-03-15 06:00:13,Hootsuite Inc.,49,7,0.5
199,"The French government declared its highest epidemic alert at national level, with the coronavirus confirmed activel… https://t.co/tUCFA1mVJ5",1239061283510661120,en,140,2020-03-15 05:30:05,Hootsuite Inc.,30,13,0.2
