,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users,sentiment
337,Trump2020DX,Trump 2020 DX,613926514,1243689131978321920,/Trump2020DX/status/1243689131978321920,2020-03-27 23:59:30,1585353570,"#CoronavirusOutbreak #CoronavirusUSA 
Why Do We See So Many #China Viral Videos Of People In Hospitals?

Yet We Have 50 States in The Union A Few Heavily Affected And no Videos Form #NewYorkCity #WashingtonState Or #californiacoronavirus Of Packed Hospitals!
@CarpeDonktum","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CoronavirusOutbreak?src=hash""><s>#</s><b>CoronavirusOutbreak</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CoronavirusUSA?src=hash""><s>#</s><b>CoronavirusUSA</b></a> 
Why Do We See So Many <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/China?src=hash""><s>#</s><b><strong>China</strong></b></a> Viral Videos Of People In Hospitals?

Yet We Have 50 States in The Union A Few Heavily Affected And no Videos Form <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NewYorkCity?src=hash""><s>#</s><b>NewYorkCity</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WashingtonState?src=hash""><s>#</s><b>WashingtonState</b></a> Or <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/californiacoronavirus?src=hash""><s>#</s><b>californiacoronavirus</b></a> Of Packed Hospitals!
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""14895030"" dir=""ltr"" href=""/CarpeDonktum""><s>@</s><b>CarpeDonktum</b></a></p>",[],"['CoronavirusOutbreak', 'CoronavirusUSA', 'China', 'NewYorkCity', 'WashingtonState', 'californiacoronavirus']",False,[],,0,0,0,False,False,,[],0.033333333333333326
338,edennnnnn,Joe Biden is Horny For Shampoo,27445573,1243689131630190592,/edennnnnn/status/1243689131630190592,2020-03-27 23:59:30,1585353570,"aMeRiCa HaS tHe LoWeSt DeAtH rAtE
and
cHiNa Is ChAnGiNg ThEiR nUmBeRs

is like.. damn, so close to getting it.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">aMeRiCa HaS tHe LoWeSt DeAtH rAtE
and
<strong>cHiNa</strong> Is ChAnGiNg ThEiR nUmBeRs

is like.. damn, so close to getting it.</p>",[],[],False,[],,0,0,0,False,True,1.2436736390961234e+18,"[{'screen_name': 'edennnnnn', 'user_id': '27445573'}, {'screen_name': 'chrislhayes', 'user_id': '4207961'}]",0.0
339,Queen85653684,Davica Royale,1243668218029498368,1243689131567460352,/Queen85653684/status/1243689131567460352,2020-03-27 23:59:30,1585353570,"CHINA PLAYING WORLD WAR III BY TRICK .....EPISPDE 1

*THE END OF UNITED STATES ECONOMIC SUPERIORITY*

*WELL PLAYED CHINA....* 

*SCENE 1 :*
The curtain opens: China becomes ill, enters a ""crisis"" and paralyzes its trade.  The curtain closes.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>CHINA</strong> PLAYING WORLD WAR III BY TRICK .....EPISPDE 1

*THE END OF UNITED STATES ECONOMIC SUPERIORITY*

*WELL PLAYED <strong>CHINA</strong>....* 

*SCENE 1 :*
The curtain opens: <strong>China</strong> becomes ill, enters a ""crisis"" and paralyzes its trade.  The curtain closes.</p>",[],[],False,[],,1,0,0,False,False,,[],-0.15
340,cinescribo,Cinema Sheep,344892755,1243689129931681793,/cinescribo/status/1243689129931681793,2020-03-27 23:59:29,1585353569,"Muy optimistas todos los que piensan que al 13 de abril ya vamos a estar de nuevo en actividades normales. Si en China estuvieron en cuarentena 2 meses, en Colombia no vamos a lograr eso antes de tiempo.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Muy optimistas todos los que piensan que al 13 de abril ya vamos a estar de nuevo en actividades normales. Si en <strong>China</strong> estuvieron en cuarentena 2 meses, en Colombia no vamos a lograr eso antes de tiempo.</p>",[],[],False,[],,0,0,0,False,False,,[],0.0
341,benz2492,The Architecture,1144298888490209280,1243689127951777793,/benz2492/status/1243689127951777793,2020-03-27 23:59:29,1585353569,"China invented corona, mow its time to unite with india, usa and uk together to fight with worst country china. pic.twitter.com/EFLcBDU5g5","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>China</strong> invented corona, mow its time to unite with india, usa and uk together to fight with worst country <strong>china</strong>. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/EFLcBDU5g5"">pic.twitter.com/EFLcBDU5g5</a></p>",[],[],True,['https://pbs.twimg.com/media/EUJ4qexU8AAAvZN.jpg'],,1,0,1,True,True,1.2434968580954112e+18,"[{'screen_name': 'BorisJohnson', 'user_id': '3131144855'}]",-1.0
342,Secret_Beijing,Secret Beijing,942592019800637442,1233904781640400896,/Secret_Beijing/status/1233904781640400896,2020-02-29 23:59:59,1583020799,"A team of five volunteers from the #RedCross society of China has arrived in Tehran, #Iran. A second shipment of Chinese aid to Iran, including 50,000 novel #coronavirus test boxes, also arrived. Previously, China has donated 250,000 masks to Iran. pic.twitter.com/RQGe5yAZfB","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A team of five volunteers from the <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/RedCross?src=hash""><s>#</s><b>RedCross</b></a> society of <strong>China</strong> has arrived in Tehran, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Iran?src=hash""><s>#</s><b>Iran</b></a>. A second shipment of Chinese aid to Iran, including 50,000 novel <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b>coronavirus</b></a> test boxes, also arrived. Previously, <strong>China</strong> has donated 250,000 masks to Iran. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/RQGe5yAZfB"">pic.twitter.com/RQGe5yAZfB</a></p>",[],"['RedCross', 'Iran', 'coronavirus']",True,"['https://pbs.twimg.com/media/ER-11e4UUAAHWaT.jpg', 'https://pbs.twimg.com/media/ER-12RoUEAMbZnM.jpg']",,6,4,0,False,False,,[],-0.05555555555555555
343,china_0928,🌺 ち な 🦖 固ツイ,1227598652299808771,1233904781489397760,/china_0928/status/1233904781489397760,2020-02-29 23:59:59,1583020799,"ありがとぉ❤︎""","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">ありがとぉ❤︎""</p>",[],[],False,[],,2,0,0,False,True,1.2339040881960837e+18,"[{'screen_name': 'dahyunkanatwice', 'user_id': '1070602813179228160'}]",0.0
344,Truthse41012332,Holly Stuart,1231776952513548288,1233904780776542209,/Truthse41012332/status/1233904780776542209,2020-02-29 23:59:59,1583020799,Harvard chemist  in custody #FBI #Purge  the poor #trump . Wanted to cripple  China's rise to power..but he allowed to ppl to come here with zero over sight ppl. We do this to other countries  all the time.  Look it up on you tube and quits watching stupid shit.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Harvard chemist  in custody <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FBI?src=hash""><s>#</s><b>FBI</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Purge?src=hash""><s>#</s><b>Purge</b></a>  the poor <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/trump?src=hash""><s>#</s><b>trump</b></a> . Wanted to cripple  <strong>China</strong>'s rise to power..but he allowed to ppl to come here with zero over sight ppl. We do this to other countries  all the time.  Look it up on you tube and quits watching stupid shit.</p>",[],"['FBI', 'Purge', 'trump']",False,[],,0,1,1,True,True,1.232330524468949e+18,"[{'screen_name': 'jerrybthebuild', 'user_id': '727283223408029697'}]",-0.38125
345,SkelligRainey,skellig rainey,547904199,1233904779505623042,/SkelligRainey/status/1233904779505623042,2020-02-29 23:59:58,1583020798,Its like China quit smoking,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Its like <strong>China</strong> quit smoking</p>",[],[],False,[],,27,1,0,False,True,1.233904138175615e+18,"[{'screen_name': 'AdamParkhomenko', 'user_id': '18382184'}]",0.0
346,Deej24064711,Deej,1213126537265831937,1233904777450414081,/Deej24064711/status/1233904777450414081,2020-02-29 23:59:58,1583020798,"Yeah, bc ppl in China have full access to the outside world. With a free press, and unrestricted internet access. That's incredibly ridiculous.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Yeah, bc ppl in <strong>China</strong> have full access to the outside world. With a free press, and unrestricted internet access. That's incredibly ridiculous.</p>",[],[],False,[],,0,0,0,False,True,1.2335531121971405e+18,"[{'screen_name': 'winter_haydn', 'user_id': '850114516993978368'}, {'screen_name': 'dpakman', 'user_id': '21514744'}]",0.10416666666666667
347,EurasiaReview,Eurasia Review,21856182,1233904774577295365,/EurasiaReview/status/1233904774577295365,2020-02-29 23:59:57,1583020797,China’s Medical Experts In Iran To Help In Fighting Coronavirus https://www.eurasiareview.com/01032020-chinas-medical-experts-in-iran-to-help-in-fighting-coronavirus/ …pic.twitter.com/15yhIuCL65,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>China</strong>’s Medical Experts In Iran To Help In Fighting Coronavirus <a class=""twitter-timeline-link"" data-expanded-url=""https://www.eurasiareview.com/01032020-chinas-medical-experts-in-iran-to-help-in-fighting-coronavirus/"" dir=""ltr"" href=""https://t.co/uoXo5U8Oom"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.eurasiareview.com/01032020-chinas-medical-experts-in-iran-to-help-in-fighting-coronavirus/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">eurasiareview.com/01032020-china</span><span class=""invisible"">s-medical-experts-in-iran-to-help-in-fighting-coronavirus/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/15yhIuCL65"">pic.twitter.com/15yhIuCL65</a></p>",['https://www.eurasiareview.com/01032020-chinas-medical-experts-in-iran-to-help-in-fighting-coronavirus/'],[],True,['https://pbs.twimg.com/media/ER-12myW4AQWAjE.jpg'],,0,0,0,False,False,,[],0.0
348,21_al3,ريم,823567870584123392,1233904769531596803,/21_al3/status/1233904769531596803,2020-02-29 23:59:56,1583020796,"عطلة ""made in china ""","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""und"">عطلة ""made in <strong>china</strong> ""</p>",[],[],False,[],,0,0,0,False,False,,[],0.0
349,marcelo_mkt,Better Call Marcelo ™,52391960,1233904767560228864,/marcelo_mkt/status/1233904767560228864,2020-02-29 23:59:56,1583020796,"Ele queria um Bolsolula? Lulabolso? Mas nem um nem outro teve ou terão exito nessas maluquices que nunca deram certo e não fazem parte de paises de idh alto... 
Aonde isso da certo? Rússia? China? Síria, Hungria? Arabia Saudita?, Venezuela?,  Cuba?...","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Ele queria um Bolsolula? Lulabolso? Mas nem um nem outro teve ou terão exito nessas maluquices que nunca deram certo e não fazem parte de paises de idh alto... 
Aonde isso da certo? Rússia? <strong>China</strong>? Síria, Hungria? Arabia Saudita?, Venezuela?,  Cuba?...</p>",[],[],False,[],,0,0,0,False,True,1.2338746698638705e+18,"[{'screen_name': 'veramagalhaes', 'user_id': '19667016'}, {'screen_name': 'marilizpj', 'user_id': '837874510414098432'}]",0.0
350,AngelaConway,🎀 𝓯𝓸𝓻𝓮𝓿𝓮𝓻 𝓲𝓷 𝓶𝔂 𝓫𝓮𝓭 🎀,20953134,1233904767417692160,/AngelaConway/status/1233904767417692160,2020-02-29 23:59:56,1583020796,"useless information abt me:

~ I did 5 yrs of highland dancing
~ I have a degree in painting from Edinburgh College of Art
~ I was at Wrestlemania 32 in Dallas
~ I have been to The Great Wall of China
~ I used to row on the water at Glasgow green

quote and tell about yourself ♡ https://twitter.com/dracarysdemon/status/1233896793655644162 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">useless information abt me:

~ I did 5 yrs of highland dancing
~ I have a degree in painting from Edinburgh College of Art
~ I was at Wrestlemania 32 in Dallas
~ I have been to The Great Wall of <strong>China</strong>
~ I used to row on the water at Glasgow green

quote and tell about yourself ♡ <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/dracarysdemon/status/1233896793655644162"" dir=""ltr"" href=""https://t.co/xKnTbXzwv2"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/dracarysdemon/status/1233896793655644162""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/dracarysdemon/</span><span class=""invisible"">status/1233896793655644162</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/dracarysdemon/status/1233896793655644162'],[],False,[],,5,0,3,True,False,,[],0.03333333333333335
351,AlderPtCompound,UprightPrimate,1162002044057612291,1233904766880628736,/AlderPtCompound/status/1233904766880628736,2020-02-29 23:59:55,1583020795,"How Well, El Trumpo, how about heading to China today? Go see the hoax.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">How Well, El Trumpo, how about heading to <strong>China</strong> today? Go see the hoax.</p>",[],[],False,[],,0,0,0,False,True,1.2337472886667305e+18,"[{'screen_name': 'FrankFigliuzzi1', 'user_id': '929823128259387392'}]",0.0
352,HeindlAngi,Just Angi,586131568,1233904766759133192,/HeindlAngi/status/1233904766759133192,2020-02-29 23:59:55,1583020795,"Agreed. Unless we count every person around the world. ""Personally"". One reason we""my family"" don't take flu shots.  We don't even know if the #'s they are giving the WHO from China are true.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Agreed. Unless we count every person around the world. ""Personally"". One reason we""my family"" don't take flu shots.  We don't even know if the #'s they are giving the WHO from <strong>China</strong> are true.</p>",[],[],False,[],,0,0,0,False,True,1.233555987149312e+18,"[{'screen_name': 'Millie_12591', 'user_id': '2949788988'}, {'screen_name': 'wdunlap', 'user_id': '16585184'}, {'screen_name': 'Milbank', 'user_id': '19608273'}]",0.175
353,HjThompson2,Hj Thompson,1115109055142301696,1233904765999841281,/HjThompson2/status/1233904765999841281,2020-02-29 23:59:55,1583020795,"Could care who Bloomturd oops Bloomberg woud choose  for  VP

HE is not for ppl but 4 himself n his large Clmpany iin n China. HE IS A LIAR FROM every direction
#BloombergIsRacist #VoteRedToSaveAmerica2020
HE is trying to buy his way in  Why?  #voters #Millennialspic.twitter.com/DyTFYwnyMr","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Could care who Bloomturd oops Bloomberg woud choose  for  VP

HE is not for ppl but 4 himself n his large Clmpany iin n <strong>China</strong>. HE IS A LIAR FROM every direction
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BloombergIsRacist?src=hash""><s>#</s><b>BloombergIsRacist</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/VoteRedToSaveAmerica2020?src=hash""><s>#</s><b>VoteRedToSaveAmerica2020</b></a>
HE is trying to buy his way in  Why?  <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/voters?src=hash""><s>#</s><b>voters</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Millennials?src=hash""><s>#</s><b>Millennials</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/DyTFYwnyMr"">pic.twitter.com/DyTFYwnyMr</a></p>",[],"['BloombergIsRacist', 'VoteRedToSaveAmerica2020', 'voters', 'Millennialspic']",True,"['https://pbs.twimg.com/media/ER-10iRUEAAHwth.jpg', 'https://pbs.twimg.com/media/ER-11khU0AE4VHs.jpg']",,0,0,0,False,True,1.2339011313461699e+18,"[{'screen_name': 'doc_revan', 'user_id': '1161786573672738818'}, {'screen_name': 'beyond_reasons', 'user_id': '21777306'}]",0.21428571428571427
354,Aksshay_,🐧,1642182174,1233904765332910080,/Aksshay_/status/1233904765332910080,2020-02-29 23:59:55,1583020795,"Due to ur eating behavior whole world facing problem ,
Please make china vegetarian state like India ..","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Due to ur eating behavior whole world facing problem ,
Please make <strong>china</strong> vegetarian state like India ..</p>",[],[],False,[],,1,0,0,False,True,1.2339032151433462e+18,"[{'screen_name': 'globaltimesnews', 'user_id': '49616273'}]",0.037500000000000006
355,peb258,Peb,1446437894,1233904765102366720,/peb258/status/1233904765102366720,2020-02-29 23:59:55,1583020795,Pareil j’ai cru à un piratage de compte au départ ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">Pareil j’ai cru à un piratage de compte au départ <img alt=""😂"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/></p>",[],[],False,[],,1,0,0,False,True,1.2336911412304282e+18,"[{'screen_name': 'R_China', 'user_id': '61667721'}, {'screen_name': '_Birdkiller_', 'user_id': '598802328'}]",0.0
356,RastaSuccess,Sam T,1457451944,1233904759616131072,/RastaSuccess/status/1233904759616131072,2020-02-29 23:59:54,1583020794,"Coronavirus threatens western democracies on a whole nother level. Our trade is dependent on their factories producing our raw goods. In 6 months, china will be able to say “our citizens are clean, but we don’t think your are”. That gives them incredible global prsence & power","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Coronavirus threatens western democracies on a whole nother level. Our trade is dependent on their factories producing our raw goods. In 6 months, <strong>china</strong> will be able to say “our citizens are clean, but we don’t think your are”. That gives them incredible global prsence &amp; power</p>",[],[],False,[],,0,0,1,True,True,1.233862594219389e+18,"[{'screen_name': 'nacacami', 'user_id': '1188575279435976704'}]",0.247985347985348
357,rankstr,Rankstr,470929874,1233904758034968580,/rankstr/status/1233904758034968580,2020-02-29 23:59:53,1583020793,The Independent: Space images show drastic drop in China pollution as coronavirus shuts factories... #China http://rankstr.com/item/21114241/tw …pic.twitter.com/hGjPgkaY1v,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The Independent: Space images show drastic drop in <strong>China</strong> pollution as coronavirus shuts factories... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/China?src=hash""><s>#</s><b><strong>China</strong></b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://rankstr.com/item/21114241/tw"" dir=""ltr"" href=""https://t.co/XoGL4xezIq"" rel=""nofollow noopener"" target=""_blank"" title=""http://rankstr.com/item/21114241/tw""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">rankstr.com/item/21114241/</span><span class=""invisible"">tw</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/hGjPgkaY1v"">pic.twitter.com/hGjPgkaY1v</a></p>",['http://rankstr.com/item/21114241/tw'],['China'],True,['https://pbs.twimg.com/media/ER-11qcWkAA55EM.jpg'],,0,0,0,False,False,,[],0.0
358,Lynda23807130,Lynnpraywarrior,1222489069256675328,1233904755740639234,/Lynda23807130/status/1233904755740639234,2020-02-29 23:59:53,1583020793,@JesseBWatters @JudgeJeanine @SpecialReport question can you get coronavirus from packages from China?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""56561449"" dir=""ltr"" href=""/JesseBWatters""><s>@</s><b>JesseBWatters</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""29458079"" dir=""ltr"" href=""/JudgeJeanine""><s>@</s><b>JudgeJeanine</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""122207745"" dir=""ltr"" href=""/SpecialReport""><s>@</s><b>SpecialReport</b></a> question can you get coronavirus from packages from <strong>China</strong>?</p>",[],[],False,[],,0,0,0,False,False,,[],0.0
359,Erin09969945,ErinKC,1221306245623271426,1233904748887191553,/Erin09969945/status/1233904748887191553,2020-02-29 23:59:51,1583020791,"I told him that china is mass producing them and he could probably get a company on that. He said ""good idea""","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I told him that <strong>china</strong> is mass producing them and he could probably get a company on that. He said ""good idea""</p>",[],[],False,[],,0,0,0,False,True,1.2339033142002196e+18,"[{'screen_name': 'Runaway7771', 'user_id': '1217843795489804288'}]",0.7
360,kaio3x,Bastos || Deja vu 17/04 🚀💔,1005937688309108736,1233904746563612672,/kaio3x/status/1233904746563612672,2020-02-29 23:59:51,1583020791,se o coronga virus ta vindo p brasil eu vou pra china ne stonks,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">se o coronga virus ta vindo p brasil eu vou pra <strong>china</strong> ne stonks</p>",[],[],False,[],,1,0,0,False,True,1.2339041485480264e+18,"[{'screen_name': 'jotapesete', 'user_id': '3392094617'}]",0.0
361,Secret_Beijing,Secret Beijing,942592019800637442,1233904781640400896,/Secret_Beijing/status/1233904781640400896,2020-02-29 23:59:59,1583020799,"A team of five volunteers from the #RedCross society of China has arrived in Tehran, #Iran. A second shipment of Chinese aid to Iran, including 50,000 novel #coronavirus test boxes, also arrived. Previously, China has donated 250,000 masks to Iran. pic.twitter.com/RQGe5yAZfB","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A team of five volunteers from the <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/RedCross?src=hash""><s>#</s><b>RedCross</b></a> society of <strong>China</strong> has arrived in Tehran, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Iran?src=hash""><s>#</s><b>Iran</b></a>. A second shipment of Chinese aid to Iran, including 50,000 novel <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b>coronavirus</b></a> test boxes, also arrived. Previously, <strong>China</strong> has donated 250,000 masks to Iran. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/RQGe5yAZfB"">pic.twitter.com/RQGe5yAZfB</a></p>",[],"['RedCross', 'Iran', 'coronavirus']",True,"['https://pbs.twimg.com/media/ER-11e4UUAAHWaT.jpg', 'https://pbs.twimg.com/media/ER-12RoUEAMbZnM.jpg']",,6,4,0,False,False,,[],-0.05555555555555555
362,china_0928,🌺 ち な 🦖 固ツイ,1227598652299808771,1233904781489397760,/china_0928/status/1233904781489397760,2020-02-29 23:59:59,1583020799,"ありがとぉ❤︎""","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">ありがとぉ❤︎""</p>",[],[],False,[],,2,0,0,False,True,1.2339040881960837e+18,"[{'screen_name': 'dahyunkanatwice', 'user_id': '1070602813179228160'}]",0.0
363,Truthse41012332,Holly Stuart,1231776952513548288,1233904780776542209,/Truthse41012332/status/1233904780776542209,2020-02-29 23:59:59,1583020799,Harvard chemist  in custody #FBI #Purge  the poor #trump . Wanted to cripple  China's rise to power..but he allowed to ppl to come here with zero over sight ppl. We do this to other countries  all the time.  Look it up on you tube and quits watching stupid shit.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Harvard chemist  in custody <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FBI?src=hash""><s>#</s><b>FBI</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Purge?src=hash""><s>#</s><b>Purge</b></a>  the poor <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/trump?src=hash""><s>#</s><b>trump</b></a> . Wanted to cripple  <strong>China</strong>'s rise to power..but he allowed to ppl to come here with zero over sight ppl. We do this to other countries  all the time.  Look it up on you tube and quits watching stupid shit.</p>",[],"['FBI', 'Purge', 'trump']",False,[],,0,1,1,True,True,1.232330524468949e+18,"[{'screen_name': 'jerrybthebuild', 'user_id': '727283223408029697'}]",-0.38125
364,SkelligRainey,skellig rainey,547904199,1233904779505623042,/SkelligRainey/status/1233904779505623042,2020-02-29 23:59:58,1583020798,Its like China quit smoking,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Its like <strong>China</strong> quit smoking</p>",[],[],False,[],,27,1,0,False,True,1.233904138175615e+18,"[{'screen_name': 'AdamParkhomenko', 'user_id': '18382184'}]",0.0
365,Deej24064711,Deej,1213126537265831937,1233904777450414081,/Deej24064711/status/1233904777450414081,2020-02-29 23:59:58,1583020798,"Yeah, bc ppl in China have full access to the outside world. With a free press, and unrestricted internet access. That's incredibly ridiculous.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Yeah, bc ppl in <strong>China</strong> have full access to the outside world. With a free press, and unrestricted internet access. That's incredibly ridiculous.</p>",[],[],False,[],,0,0,0,False,True,1.2335531121971405e+18,"[{'screen_name': 'winter_haydn', 'user_id': '850114516993978368'}, {'screen_name': 'dpakman', 'user_id': '21514744'}]",0.10416666666666667
